value,value_std_dev,nvalue,qcflag,time
378.75,0.09,14,pass,2005-01-29
379.56,0.24,15,pass,2005-01-30
379.37,0.15,10,pass,2005-01-31
379.13,0.21,9,pass,2005-02-01
379.32,0.15,15,pass,2005-02-02
379.27,0.15,15,pass,2005-02-03
379.88,0.22,7,pass,2005-02-04
379.27,0.14,9,pass,2005-02-06
379.27,0.09,11,pass,2005-02-08
379.07,0.16,12,pass,2005-02-09
379.27,0.1,13,pass,2005-02-10
379.14,0.21,12,pass,2005-02-11
379.34,0.14,11,pass,2005-02-12
380.14,0.19,5,pass,2005-02-14
380.47,0.51,12,pass,2005-02-15
380.17,0.24,9,pass,2005-02-16
380.44,0.34,12,pass,2005-02-18
378.4,0.14,12,pass,2005-02-19
379.2,0.11,7,pass,2005-02-20
379.95,0.11,6,pass,2005-02-21
379.82,0.27,15,pass,2005-02-22
380.33,1.0,13,pass,2005-02-23
379.99,0.24,13,pass,2005-02-24
379.81,0.05,12,pass,2005-02-25
379.99,0.1,11,pass,2005-02-26
381.92,0.17,5,pass,2005-02-27
380.36,0.19,10,pass,2005-02-28
382.34,0.1,4,pass,2005-03-02
381.33,0.19,11,pass,2005-03-04
380.84,0.44,10,pass,2005-03-05
380.54,0.15,14,pass,2005-03-07
378.52,0.11,11,pass,2005-03-08
380.23,0.11,5,pass,2005-03-10
379.78,0.1,6,pass,2005-03-11
381.24,0.17,14,pass,2005-03-12
381.39,0.07,7,pass,2005-03-13
381.78,0.23,15,pass,2005-03-14
382.14,0.1,15,pass,2005-03-15
382.44,0.13,11,pass,2005-03-16
380.05,0.24,7,pass,2005-03-17
380.39,0.05,6,pass,2005-03-18
380.75,0.33,9,pass,2005-03-19
381.55,0.29,15,pass,2005-03-20
381.08,0.1,6,pass,2005-03-21
380.64,0.46,8,pass,2005-03-22
380.26,0.15,6,pass,2005-03-23
379.39,0.09,8,pass,2005-03-24
379.29,0.14,14,pass,2005-03-25
379.34,0.06,13,pass,2005-03-26
379.5,0.08,4,pass,2005-03-27
381.33,0.22,12,pass,2005-03-29
382.36,0.18,7,pass,2005-03-30
382.72,0.18,13,pass,2005-03-31
382.6,0.09,13,pass,2005-04-01
382.08,0.19,11,pass,2005-04-02
381.72,0.08,6,pass,2005-04-03
382.27,0.18,13,pass,2005-04-04
382.1,0.15,11,pass,2005-04-05
382.56,0.1,10,pass,2005-04-06
382.85,0.25,6,pass,2005-04-08
382.3,0.11,6,pass,2005-04-09
381.95,0.09,10,pass,2005-04-10
382.84,0.07,6,pass,2005-04-11
382.23,0.09,7,pass,2005-04-12
381.64,0.1,9,pass,2005-04-14
381.84,0.26,4,pass,2005-04-15
381.8,0.55,5,pass,2005-04-17
381.37,0.16,14,pass,2005-04-18
381.88,0.1,4,pass,2005-04-19
382.14,0.11,14,pass,2005-04-20
382.52,0.13,15,pass,2005-04-21
383.05,0.19,9,pass,2005-04-22
382.5,0.12,15,pass,2005-04-23
382.56,0.06,14,pass,2005-04-24
381.64,0.08,14,pass,2005-04-25
382.11,0.21,15,pass,2005-04-27
383.0,0.58,6,pass,2005-04-28
383.07,0.17,15,pass,2005-04-29
383.04,0.15,14,pass,2005-04-30
383.79,0.14,8,pass,2005-05-01
381.95,0.67,6,pass,2005-05-02
381.44,0.14,9,pass,2005-05-03
381.38,0.05,7,pass,2005-05-04
381.79,0.15,7,pass,2005-05-05
381.82,0.23,11,pass,2005-05-06
381.42,0.21,12,pass,2005-05-07
381.54,0.12,5,pass,2005-05-08
381.45,0.06,8,pass,2005-05-09
380.99,0.31,10,pass,2005-05-10
382.01,0.24,9,pass,2005-05-11
382.87,0.12,9,pass,2005-05-12
382.72,0.11,10,pass,2005-05-13
382.3,0.1,9,pass,2005-05-14
382.63,0.09,4,pass,2005-05-15
383.01,0.23,8,pass,2005-05-16
382.58,0.3,12,pass,2005-05-17
382.17,0.28,13,pass,2005-05-18
382.39,0.05,15,pass,2005-05-19
382.87,0.11,8,pass,2005-05-20
382.73,0.12,10,pass,2005-05-21
383.27,0.1,12,pass,2005-05-22
383.29,0.13,15,pass,2005-05-23
382.95,0.13,14,pass,2005-05-24
383.06,0.08,14,pass,2005-05-25
382.94,0.26,14,pass,2005-05-26
382.86,0.16,12,pass,2005-05-27
382.69,0.2,10,pass,2005-05-28
382.92,0.18,11,pass,2005-05-29
383.3,0.12,12,pass,2005-05-30
382.86,0.06,13,pass,2005-05-31
382.85,0.12,14,pass,2005-06-01
382.91,0.14,14,pass,2005-06-02
382.26,0.24,8,pass,2005-06-03
382.46,0.07,14,pass,2005-06-04
383.0,0.09,9,pass,2005-06-05
382.48,0.12,9,pass,2005-06-06
382.65,0.22,12,pass,2005-06-07
382.66,0.16,13,pass,2005-06-08
382.41,0.1,14,pass,2005-06-09
382.71,0.19,12,pass,2005-06-10
382.47,0.08,15,pass,2005-06-11
382.49,0.15,12,pass,2005-06-12
382.2,0.16,13,pass,2005-06-13
382.24,0.17,10,pass,2005-06-15
382.51,0.06,14,pass,2005-06-16
382.57,0.1,7,pass,2005-06-17
382.46,0.12,14,pass,2005-06-18
382.47,0.31,13,pass,2005-06-19
382.16,0.15,5,pass,2005-06-20
381.93,0.15,9,pass,2005-06-21
381.7,0.23,10,pass,2005-06-22
381.79,0.2,4,pass,2005-06-23
382.02,0.06,7,pass,2005-06-24
381.55,0.21,10,pass,2005-06-25
381.5,0.11,10,pass,2005-06-27
381.39,0.08,11,pass,2005-06-28
381.27,0.21,11,pass,2005-06-29
381.31,0.1,14,pass,2005-06-30
381.28,0.09,13,pass,2005-07-01
381.42,0.15,12,pass,2005-07-02
380.89,0.31,7,pass,2005-07-03
381.08,0.17,11,pass,2005-07-05
381.34,0.07,15,pass,2005-07-06
381.07,0.1,15,pass,2005-07-07
381.27,0.08,13,pass,2005-07-08
381.04,0.1,15,pass,2005-07-09
379.62,0.55,10,pass,2005-07-10
380.83,0.14,4,pass,2005-07-11
381.33,0.13,12,pass,2005-07-12
381.64,0.11,13,pass,2005-07-13
380.81,0.38,11,pass,2005-07-15
380.88,0.14,9,pass,2005-07-16
381.01,0.09,12,pass,2005-07-17
380.78,0.08,13,pass,2005-07-18
380.67,0.13,10,pass,2005-07-19
380.65,0.16,12,pass,2005-07-20
380.98,0.27,13,pass,2005-07-21
380.8,0.08,14,pass,2005-07-22
380.32,0.14,14,pass,2005-07-23
380.35,0.06,14,pass,2005-07-24
380.41,0.1,14,pass,2005-07-25
380.17,0.18,10,pass,2005-07-26
379.83,0.08,14,pass,2005-07-27
380.03,0.06,11,pass,2005-07-28
379.97,0.04,11,pass,2005-07-29
380.22,0.1,9,pass,2005-07-30
379.77,0.25,9,pass,2005-07-31
378.74,0.89,6,pass,2005-08-01
380.14,0.14,13,pass,2005-08-02
380.04,0.12,9,pass,2005-08-03
380.0,0.07,12,pass,2005-08-05
380.27,0.08,13,pass,2005-08-06
378.44,0.1,9,pass,2005-08-07
378.72,0.3,14,pass,2005-08-08
378.62,0.08,14,pass,2005-08-09
378.73,0.09,7,pass,2005-08-10
379.31,0.09,6,pass,2005-08-12
379.57,0.05,7,pass,2005-08-13
379.24,0.31,6,pass,2005-08-14
378.18,0.41,4,pass,2005-08-15
379.23,0.14,14,pass,2005-08-16
378.95,0.11,12,pass,2005-08-17
379.13,0.09,7,pass,2005-08-18
378.62,0.08,12,pass,2005-08-19
378.47,0.28,12,pass,2005-08-20
378.6,0.09,14,pass,2005-08-21
378.05,0.09,12,pass,2005-08-22
378.7,0.1,6,pass,2005-08-24
377.82,0.13,10,pass,2005-08-25
377.51,0.3,10,pass,2005-08-26
377.32,0.43,6,pass,2005-08-27
378.1,0.13,13,pass,2005-08-28
377.88,0.09,6,pass,2005-08-31
378.26,0.17,15,pass,2005-09-01
377.58,0.13,12,pass,2005-09-02
377.82,0.3,13,pass,2005-09-04
377.66,0.15,7,pass,2005-09-05
377.65,0.31,9,pass,2005-09-06
377.51,0.69,7,pass,2005-09-07
376.56,0.16,14,pass,2005-09-08
376.7,0.23,4,pass,2005-09-09
376.12,0.28,11,pass,2005-09-12
374.94,0.11,4,pass,2005-09-13
376.3,0.11,11,pass,2005-09-14
376.26,0.1,14,pass,2005-09-15
376.61,0.45,7,pass,2005-09-16
376.75,0.08,13,pass,2005-09-17
376.85,0.12,9,pass,2005-09-18
376.29,0.08,13,pass,2005-09-19
376.92,0.21,6,pass,2005-09-20
376.19,0.11,4,pass,2005-09-21
375.9,0.24,7,pass,2005-09-22
375.96,0.13,15,pass,2005-09-23
376.36,0.12,15,pass,2005-09-25
376.21,0.17,12,pass,2005-09-26
376.65,0.17,15,pass,2005-09-27
376.81,0.06,13,pass,2005-09-28
376.48,0.07,12,pass,2005-09-29
376.41,0.13,10,pass,2005-09-30
376.3,0.16,5,pass,2005-10-01
376.66,0.21,13,pass,2005-10-02
376.4,0.08,14,pass,2005-10-03
376.82,0.19,12,pass,2005-10-04
376.7,0.09,14,pass,2005-10-05
376.57,0.07,14,pass,2005-10-06
376.69,0.08,13,pass,2005-10-07
376.69,0.08,14,pass,2005-10-08
376.93,0.13,12,pass,2005-10-09
376.94,0.07,10,pass,2005-10-10
376.66,0.1,9,pass,2005-10-11
377.12,0.09,9,pass,2005-10-12
377.48,0.07,13,pass,2005-10-28
377.55,0.15,11,pass,2005-10-29
377.4,0.11,14,pass,2005-11-03
378.02,0.29,12,pass,2005-11-04
377.98,0.16,11,pass,2005-11-05
377.93,0.1,5,pass,2005-11-06
378.37,0.1,9,pass,2005-11-07
378.14,0.12,12,pass,2005-11-08
378.19,0.13,8,pass,2005-11-09
378.11,0.06,15,pass,2005-11-10
377.49,0.18,14,pass,2005-11-11
377.38,0.06,8,pass,2005-11-12
379.47,0.02,4,pass,2005-11-15
378.33,0.11,8,pass,2005-11-16
378.68,0.13,6,pass,2005-11-17
378.84,0.09,14,pass,2005-11-18
378.98,0.06,5,pass,2005-11-19
378.57,0.12,13,pass,2005-11-23
378.42,0.06,14,pass,2005-11-24
378.65,0.12,11,pass,2005-11-25
378.3,0.11,14,pass,2005-11-26
379.02,0.22,15,pass,2005-11-27
379.11,0.12,15,pass,2005-11-28
378.34,0.17,13,pass,2005-11-29
379.1,0.1,13,pass,2005-11-30
379.22,0.14,9,pass,2005-12-01
378.51,0.02,11,pass,2005-12-02
379.87,0.23,9,pass,2005-12-03
379.4,0.11,14,pass,2005-12-05
379.47,0.08,8,pass,2005-12-06
380.42,0.25,12,pass,2005-12-07
379.74,0.15,14,pass,2005-12-08
380.53,0.47,10,pass,2005-12-09
380.01,0.21,12,pass,2005-12-10
379.92,0.17,9,pass,2005-12-11
379.93,0.07,14,pass,2005-12-12
380.39,0.58,6,pass,2005-12-13
379.65,0.07,8,pass,2005-12-14
380.57,0.42,15,pass,2005-12-15
380.66,0.11,7,pass,2005-12-16
380.11,0.44,9,pass,2005-12-17
380.09,0.14,15,pass,2005-12-20
380.03,0.06,14,pass,2005-12-21
380.13,0.12,15,pass,2005-12-22
380.72,0.3,7,pass,2005-12-24
380.24,0.15,15,pass,2005-12-25
380.23,0.06,15,pass,2005-12-26
380.64,0.2,14,pass,2005-12-27
380.65,0.18,13,pass,2005-12-28
380.76,0.05,13,pass,2005-12-29
380.44,0.18,13,pass,2005-12-30
381.45,0.21,6,pass,2006-01-04
381.1,0.09,5,pass,2006-01-05
381.23,0.2,15,pass,2006-01-07
380.93,0.05,15,pass,2006-01-08
381.57,0.22,15,pass,2006-01-09
381.11,0.18,15,pass,2006-01-10
381.13,0.07,15,pass,2006-01-11
381.16,0.06,12,pass,2006-01-12
380.77,0.07,13,pass,2006-01-13
381.74,0.2,14,pass,2006-01-14
381.63,0.09,14,pass,2006-01-15
381.84,0.29,9,pass,2006-01-16
381.32,0.11,15,pass,2006-01-19
381.39,0.1,15,pass,2006-01-20
381.59,0.07,9,pass,2006-01-22
381.57,0.06,14,pass,2006-01-23
381.66,0.13,15,pass,2006-01-24
381.18,0.21,14,pass,2006-01-25
381.57,0.12,10,pass,2006-01-26
381.69,0.07,13,pass,2006-01-27
382.06,0.11,13,pass,2006-01-28
381.74,0.09,14,pass,2006-01-29
381.47,0.16,12,pass,2006-01-30
381.2,0.06,14,pass,2006-01-31
381.22,0.08,14,pass,2006-02-02
381.5,0.08,5,pass,2006-02-03
382.61,0.27,11,pass,2006-02-04
382.6,0.2,12,pass,2006-02-05
382.03,0.08,6,pass,2006-02-06
382.03,0.05,9,pass,2006-02-07
382.21,0.04,10,pass,2006-02-08
382.54,0.08,9,pass,2006-02-11
382.98,0.23,13,pass,2006-02-12
383.05,0.43,11,pass,2006-02-13
382.96,0.6,10,pass,2006-02-14
382.74,0.18,15,pass,2006-02-15
382.53,0.21,12,pass,2006-02-16
382.06,0.18,4,pass,2006-02-17
381.84,0.22,15,pass,2006-02-18
381.55,0.03,15,pass,2006-02-19
381.67,0.11,14,pass,2006-02-20
381.67,0.11,13,pass,2006-02-21
381.77,0.08,14,pass,2006-02-22
382.2,0.16,14,pass,2006-02-23
382.49,0.05,13,pass,2006-02-24
382.22,0.13,14,pass,2006-02-25
382.14,0.16,14,pass,2006-02-26
382.65,0.25,9,pass,2006-02-27
382.1,0.13,14,pass,2006-02-28
381.67,0.19,14,pass,2006-03-01
381.4,0.08,13,pass,2006-03-02
382.22,0.65,11,pass,2006-03-03
382.79,0.22,14,pass,2006-03-04
382.62,0.13,13,pass,2006-03-05
383.11,0.13,11,pass,2006-03-06
382.91,0.02,4,pass,2006-03-08
382.7,0.22,7,pass,2006-03-09
382.83,0.14,13,pass,2006-03-10
383.17,0.18,12,pass,2006-03-11
382.65,0.11,15,pass,2006-03-12
383.18,0.25,12,pass,2006-03-13
382.8,0.09,9,pass,2006-03-14
382.63,0.13,14,pass,2006-03-15
383.03,0.18,15,pass,2006-03-16
382.72,0.06,14,pass,2006-03-17
383.21,0.08,3,pass,2006-03-18
383.44,0.13,10,pass,2006-03-19
382.93,0.29,9,pass,2006-03-20
382.9,0.11,6,pass,2006-03-21
382.93,0.1,4,pass,2006-03-22
382.75,0.18,12,pass,2006-03-23
382.82,0.11,14,pass,2006-03-24
382.58,0.2,12,pass,2006-03-25
382.38,0.08,5,pass,2006-03-26
382.43,0.11,14,pass,2006-03-27
382.36,0.13,11,pass,2006-03-28
382.27,0.15,12,pass,2006-03-29
382.64,0.16,12,pass,2006-03-30
382.47,0.15,13,pass,2006-03-31
384.14,0.12,14,pass,2006-04-04
383.71,0.32,14,pass,2006-04-05
383.54,0.15,12,pass,2006-04-06
385.31,0.24,15,pass,2006-04-08
385.37,0.34,11,pass,2006-04-09
384.88,0.26,12,pass,2006-04-11
385.02,0.12,11,pass,2006-04-12
384.08,0.29,12,pass,2006-04-13
384.45,0.19,14,pass,2006-04-14
384.67,0.09,10,pass,2006-04-15
384.97,0.06,9,pass,2006-04-16
385.02,0.08,13,pass,2006-04-17
384.77,0.17,11,pass,2006-04-18
384.79,0.14,10,pass,2006-04-19
385.03,0.2,13,pass,2006-04-20
384.82,0.19,12,pass,2006-04-21
384.65,0.1,14,pass,2006-04-22
384.66,0.26,14,pass,2006-04-23
384.6,0.09,12,pass,2006-04-24
384.97,0.02,14,pass,2006-04-25
384.89,0.11,15,pass,2006-04-26
384.79,0.12,15,pass,2006-04-27
384.74,0.12,14,pass,2006-04-28
384.65,0.08,15,pass,2006-04-29
384.53,0.06,13,pass,2006-04-30
385.23,0.09,8,pass,2006-05-01
385.08,0.3,6,pass,2006-05-02
384.74,0.14,11,pass,2006-05-04
384.92,0.09,7,pass,2006-05-05
384.8,0.14,15,pass,2006-05-06
385.29,0.11,13,pass,2006-05-07
385.31,0.28,10,pass,2006-05-09
385.17,0.19,15,pass,2006-05-10
384.81,0.09,8,pass,2006-05-11
384.62,0.07,14,pass,2006-05-12
384.96,0.11,14,pass,2006-05-13
385.18,0.15,12,pass,2006-05-14
385.3,0.08,13,pass,2006-05-15
385.52,0.1,13,pass,2006-05-17
385.32,0.07,12,pass,2006-05-19
385.29,0.04,14,pass,2006-05-20
385.18,0.05,13,pass,2006-05-21
385.26,0.12,10,pass,2006-05-22
385.62,0.19,10,pass,2006-05-23
385.68,0.26,13,pass,2006-05-24
384.53,0.23,10,pass,2006-05-25
383.47,0.21,8,pass,2006-05-27
384.51,0.46,6,pass,2006-05-29
384.97,0.05,3,pass,2006-05-30
384.62,0.13,11,pass,2006-06-01
384.6,0.07,15,pass,2006-06-02
384.6,0.08,15,pass,2006-06-03
384.63,0.11,15,pass,2006-06-04
383.12,0.12,11,pass,2006-06-05
383.5,0.77,13,pass,2006-06-06
384.54,0.15,14,pass,2006-06-07
384.62,0.17,13,pass,2006-06-08
384.65,0.12,9,pass,2006-06-10
384.44,0.07,10,pass,2006-06-11
384.38,0.03,13,pass,2006-06-12
384.25,0.18,12,pass,2006-06-13
384.42,0.24,13,pass,2006-06-14
384.51,0.27,11,pass,2006-06-15
384.44,0.07,11,pass,2006-06-16
383.49,0.58,6,pass,2006-06-17
384.14,0.09,11,pass,2006-06-18
384.79,0.13,10,pass,2006-06-19
383.67,0.15,13,pass,2006-06-20
383.77,0.06,12,pass,2006-06-21
383.77,0.08,14,pass,2006-06-22
383.46,0.08,11,pass,2006-06-24
383.71,0.14,14,pass,2006-06-25
383.13,0.16,10,pass,2006-06-26
384.02,0.54,12,pass,2006-06-27
383.51,0.08,15,pass,2006-06-28
383.45,0.16,15,pass,2006-06-29
383.25,0.16,14,pass,2006-06-30
383.04,0.11,15,pass,2006-07-01
382.94,0.12,15,pass,2006-07-02
383.38,0.12,13,pass,2006-07-03
383.32,0.1,15,pass,2006-07-04
383.22,0.06,14,pass,2006-07-05
382.87,0.19,10,pass,2006-07-06
382.91,0.13,14,pass,2006-07-08
383.01,0.07,9,pass,2006-07-09
383.2,0.09,15,pass,2006-07-11
382.67,0.33,10,pass,2006-07-12
382.74,0.17,11,pass,2006-07-13
382.51,0.12,9,pass,2006-07-14
381.66,0.05,4,pass,2006-07-18
382.04,0.09,8,pass,2006-07-19
381.83,0.15,14,pass,2006-07-20
381.66,0.11,4,pass,2006-07-22
382.07,0.63,13,pass,2006-07-24
382.21,0.11,7,pass,2006-07-25
382.0,0.16,14,pass,2006-07-26
382.53,0.12,7,pass,2006-07-27
381.89,0.25,13,pass,2006-07-28
381.97,0.1,6,pass,2006-07-29
381.8,0.33,11,pass,2006-07-30
381.32,0.23,9,pass,2006-07-31
381.59,0.16,12,pass,2006-08-01
381.52,0.12,6,pass,2006-08-02
381.57,0.15,14,pass,2006-08-03
381.58,0.14,15,pass,2006-08-04
381.17,0.07,7,pass,2006-08-05
379.72,0.23,6,pass,2006-08-06
379.83,0.19,7,pass,2006-08-07
381.3,0.1,5,pass,2006-08-10
381.04,0.11,15,pass,2006-08-11
381.07,0.15,12,pass,2006-08-12
380.76,0.18,5,pass,2006-08-13
379.93,0.21,11,pass,2006-08-15
380.18,0.17,12,pass,2006-08-16
380.82,0.13,15,pass,2006-08-17
380.44,0.16,14,pass,2006-08-18
380.27,0.19,5,pass,2006-08-19
379.58,0.23,4,pass,2006-08-20
379.89,0.1,8,pass,2006-08-21
380.13,0.07,11,pass,2006-08-22
379.7,0.27,7,pass,2006-08-24
379.58,0.26,10,pass,2006-08-25
379.86,0.11,15,pass,2006-08-26
380.0,0.18,15,pass,2006-08-27
379.84,0.07,15,pass,2006-08-28
379.97,0.21,15,pass,2006-08-29
379.75,0.16,15,pass,2006-08-30
379.19,0.07,4,pass,2006-08-31
378.56,0.26,14,pass,2006-09-02
378.63,0.12,4,pass,2006-09-03
378.9,0.13,6,pass,2006-09-04
379.13,0.13,4,pass,2006-09-05
377.65,0.16,11,pass,2006-09-07
379.19,0.05,9,pass,2006-09-08
378.66,0.18,14,pass,2006-09-09
379.14,0.08,12,pass,2006-09-10
379.19,0.1,9,pass,2006-09-11
379.15,0.06,14,pass,2006-09-12
378.99,0.05,14,pass,2006-09-13
379.38,0.19,6,pass,2006-09-14
378.98,0.18,4,pass,2006-09-16
378.81,0.08,4,pass,2006-09-17
378.76,0.05,15,pass,2006-09-18
378.95,0.2,15,pass,2006-09-19
378.85,0.16,14,pass,2006-09-20
378.6,0.19,14,pass,2006-09-21
378.29,0.08,14,pass,2006-09-22
378.39,0.15,14,pass,2006-09-23
378.56,0.19,4,pass,2006-09-24
378.55,0.26,8,pass,2006-09-25
378.79,0.07,8,pass,2006-09-26
378.5,0.09,9,pass,2006-09-27
379.12,0.08,12,pass,2006-09-28
379.3,0.13,12,pass,2006-09-29
379.24,0.11,11,pass,2006-09-30
379.32,0.16,9,pass,2006-10-01
378.53,0.25,14,pass,2006-10-03
378.65,0.1,13,pass,2006-10-04
379.15,0.12,6,pass,2006-10-06
378.94,0.22,14,pass,2006-10-07
379.07,0.06,12,pass,2006-10-08
378.87,0.16,13,pass,2006-10-09
378.51,0.13,14,pass,2006-10-10
377.79,0.08,13,pass,2006-10-11
378.93,0.06,14,pass,2006-10-12
379.55,0.09,15,pass,2006-10-13
379.55,0.18,12,pass,2006-10-14
378.94,0.2,9,pass,2006-10-15
378.97,0.1,11,pass,2006-10-16
379.04,0.17,15,pass,2006-10-17
378.76,0.11,7,pass,2006-10-18
379.4,0.04,14,pass,2006-10-25
379.24,0.07,13,pass,2006-10-26
379.41,0.15,13,pass,2006-10-27
379.86,0.06,9,pass,2006-10-28
379.83,0.11,14,pass,2006-10-29
379.94,0.1,11,pass,2006-10-30
379.61,0.06,15,pass,2006-10-31
378.96,0.13,12,pass,2006-11-01
379.66,0.05,14,pass,2006-11-02
379.78,0.03,13,pass,2006-11-03
379.72,0.07,14,pass,2006-11-04
379.72,0.06,14,pass,2006-11-05
379.74,0.07,14,pass,2006-11-06
379.76,0.07,14,pass,2006-11-07
379.79,0.06,14,pass,2006-11-08
379.75,0.02,14,pass,2006-11-09
379.77,0.03,14,pass,2006-11-10
379.81,0.04,14,pass,2006-11-11
379.93,0.07,14,pass,2006-11-12
379.84,0.14,3,pass,2006-11-13
380.02,0.09,12,pass,2006-11-14
380.02,0.05,13,pass,2006-11-15
380.17,0.05,13,pass,2006-11-16
379.99,0.07,14,pass,2006-11-17
380.02,0.14,8,pass,2006-11-18
379.8,0.1,6,pass,2006-11-19
379.5,0.35,2,pass,2006-11-20
380.1,0.14,15,pass,2006-11-21
379.65,0.27,8,pass,2006-11-22
380.81,0.24,7,pass,2006-11-23
381.62,0.1,5,pass,2006-11-24
381.18,0.11,4,pass,2006-11-25
381.05,0.08,5,pass,2006-11-26
381.0,0.22,7,pass,2006-11-27
381.57,0.07,9,pass,2006-11-28
380.98,0.21,11,pass,2006-11-29
381.35,0.11,6,pass,2006-12-01
381.47,0.11,14,pass,2006-12-02
381.37,0.08,12,pass,2006-12-03
381.54,0.1,14,pass,2006-12-04
381.34,0.08,14,pass,2006-12-05
381.26,0.09,14,pass,2006-12-06
381.31,0.24,14,pass,2006-12-07
381.51,0.47,12,pass,2006-12-08
381.98,0.27,12,pass,2006-12-09
381.39,0.11,13,pass,2006-12-10
382.13,0.12,14,pass,2006-12-11
382.01,0.18,15,pass,2006-12-12
381.0,0.05,15,pass,2006-12-13
381.03,0.11,15,pass,2006-12-14
381.57,0.64,9,pass,2006-12-15
382.75,0.09,10,pass,2006-12-16
382.11,0.1,14,pass,2006-12-17
381.73,0.08,3,pass,2006-12-18
382.78,0.09,4,pass,2006-12-20
382.22,0.09,10,pass,2006-12-22
382.06,0.1,9,pass,2006-12-23
381.81,0.15,14,pass,2006-12-24
382.28,0.39,7,pass,2006-12-25
381.87,0.12,14,pass,2006-12-26
381.77,0.08,11,pass,2006-12-28
382.25,0.65,13,pass,2006-12-29
382.11,0.14,14,pass,2006-12-31
381.9,0.14,10,pass,2007-01-01
382.34,0.06,14,pass,2007-01-02
382.2,0.07,14,pass,2007-01-03
381.96,0.06,13,pass,2007-01-04
381.93,0.05,14,pass,2007-01-05
382.14,0.11,3,pass,2007-01-06
382.93,0.08,15,pass,2007-01-11
382.83,0.09,15,pass,2007-01-12
383.01,0.07,13,pass,2007-01-13
382.92,0.1,15,pass,2007-01-14
382.15,0.27,14,pass,2007-01-15
381.95,0.09,14,pass,2007-01-16
381.84,0.13,9,pass,2007-01-17
383.31,0.22,10,pass,2007-01-20
381.74,0.04,6,pass,2007-01-21
382.49,0.1,6,pass,2007-01-22
382.62,0.06,3,pass,2007-01-23
385.29,0.13,7,pass,2007-01-24
384.35,0.84,6,pass,2007-01-26
384.81,0.11,14,pass,2007-01-27
383.9,0.41,11,pass,2007-01-28
382.89,0.23,7,pass,2007-01-29
384.13,0.08,11,pass,2007-01-30
384.02,0.09,10,pass,2007-01-31
383.42,0.48,11,pass,2007-02-01
383.04,0.11,12,pass,2007-02-02
384.27,0.13,15,pass,2007-02-03
383.52,0.32,13,pass,2007-02-04
382.81,0.06,13,pass,2007-02-05
382.86,0.09,15,pass,2007-02-06
383.34,0.15,15,pass,2007-02-07
382.92,0.2,15,pass,2007-02-08
382.94,0.16,15,pass,2007-02-09
384.46,0.11,4,pass,2007-02-10
384.26,0.1,13,pass,2007-02-11
385.55,0.15,5,pass,2007-02-12
384.75,0.73,12,pass,2007-02-13
384.68,0.08,7,pass,2007-02-14
384.35,0.25,14,pass,2007-02-22
385.85,0.04,4,pass,2007-02-23
383.94,0.05,7,pass,2007-02-24
383.77,0.03,7,pass,2007-02-25
383.58,0.05,15,pass,2007-02-26
383.4,0.12,15,pass,2007-02-27
383.66,0.07,12,pass,2007-02-28
384.77,0.18,9,pass,2007-03-01
384.64,0.16,11,pass,2007-03-02
384.21,0.09,12,pass,2007-03-03
383.99,0.17,12,pass,2007-03-04
383.55,0.25,13,pass,2007-03-05
382.91,0.2,14,pass,2007-03-06
382.82,0.16,10,pass,2007-03-07
383.02,0.11,13,pass,2007-03-08
383.77,0.11,11,pass,2007-03-09
383.78,0.2,14,pass,2007-03-10
384.42,0.42,14,pass,2007-03-11
384.67,0.19,11,pass,2007-03-12
384.09,0.16,13,pass,2007-03-14
384.1,0.16,10,pass,2007-03-15
384.2,0.23,13,pass,2007-03-16
384.51,0.43,7,pass,2007-03-17
384.76,0.1,13,pass,2007-03-18
384.67,0.34,15,pass,2007-03-20
385.35,0.09,14,pass,2007-03-21
385.06,0.19,11,pass,2007-03-22
385.57,0.09,4,pass,2007-03-24
385.75,0.1,6,pass,2007-03-25
385.22,0.21,9,pass,2007-03-28
384.78,0.13,5,pass,2007-03-29
386.8,0.1,6,pass,2007-03-30
386.72,0.41,10,pass,2007-03-31
385.95,0.14,5,pass,2007-04-02
386.13,0.2,10,pass,2007-04-03
386.46,0.3,12,pass,2007-04-04
385.36,0.13,10,pass,2007-04-05
385.5,0.07,5,pass,2007-04-06
385.67,0.16,8,pass,2007-04-07
385.66,0.41,14,pass,2007-04-08
385.66,0.07,5,pass,2007-04-09
384.8,0.17,11,pass,2007-04-10
387.29,0.18,10,pass,2007-04-11
386.17,0.22,6,pass,2007-04-13
385.12,0.11,15,pass,2007-04-14
385.86,0.07,15,pass,2007-04-15
387.83,0.16,5,pass,2007-04-16
387.69,0.08,15,pass,2007-04-17
387.56,0.27,12,pass,2007-04-18
387.64,0.13,15,pass,2007-04-19
387.41,0.13,15,pass,2007-04-20
387.06,0.17,13,pass,2007-04-21
387.23,0.15,11,pass,2007-04-22
387.23,0.1,12,pass,2007-04-24
386.93,0.14,14,pass,2007-04-25
386.75,0.11,12,pass,2007-04-26
386.65,0.06,14,pass,2007-04-28
386.7,0.23,12,pass,2007-04-29
386.69,0.09,6,pass,2007-04-30
386.48,0.08,14,pass,2007-05-01
386.66,0.08,14,pass,2007-05-02
386.74,0.24,14,pass,2007-05-03
387.11,0.3,8,pass,2007-05-04
385.81,0.08,13,pass,2007-05-05
385.6,0.04,14,pass,2007-05-06
