value,value_std_dev,nvalue,qcflag,time
385.73,0.09,5,pass,2007-05-07
385.77,0.13,14,pass,2007-05-08
385.58,0.31,14,pass,2007-05-09
387.49,0.15,5,pass,2007-05-10
386.91,0.16,12,pass,2007-05-11
386.68,0.07,6,pass,2007-05-12
387.21,0.26,11,pass,2007-05-13
387.05,0.17,14,pass,2007-05-14
385.83,0.08,12,pass,2007-05-15
386.32,0.19,15,pass,2007-05-16
386.65,0.08,13,pass,2007-05-17
386.86,0.16,6,pass,2007-05-18
385.11,0.07,3,pass,2007-05-20
385.9,0.27,13,pass,2007-05-21
385.95,0.29,9,pass,2007-05-22
386.78,0.17,12,pass,2007-05-23
387.19,0.12,10,pass,2007-05-24
387.21,0.1,9,pass,2007-05-25
387.45,0.29,11,pass,2007-05-26
387.03,0.07,9,pass,2007-05-27
387.27,0.06,12,pass,2007-05-28
387.16,0.06,10,pass,2007-05-29
386.67,0.09,9,pass,2007-05-31
386.59,0.06,14,pass,2007-06-01
386.73,0.18,9,pass,2007-06-02
387.13,0.16,11,pass,2007-06-03
386.95,0.21,15,pass,2007-06-04
387.09,0.23,14,pass,2007-06-05
387.02,0.17,14,pass,2007-06-06
386.7,0.32,11,pass,2007-06-07
386.57,0.13,15,pass,2007-06-08
386.83,0.15,12,pass,2007-06-09
386.5,0.26,8,pass,2007-06-10
386.49,0.38,6,pass,2007-06-11
386.16,0.27,10,pass,2007-06-12
386.62,0.18,12,pass,2007-06-14
386.31,0.28,8,pass,2007-06-15
386.48,0.12,13,pass,2007-06-16
386.13,0.1,5,pass,2007-06-17
386.37,0.11,14,pass,2007-06-18
386.22,0.17,12,pass,2007-06-19
385.48,0.26,13,pass,2007-06-20
385.16,0.17,14,pass,2007-06-22
384.84,0.27,13,pass,2007-06-23
385.42,0.3,13,pass,2007-06-26
384.64,0.15,14,pass,2007-06-27
385.12,0.45,9,pass,2007-06-28
385.37,0.13,12,pass,2007-06-29
384.64,0.05,13,pass,2007-06-30
385.75,0.11,14,pass,2007-07-01
385.45,0.08,15,pass,2007-07-02
385.04,0.08,10,pass,2007-07-03
385.16,0.11,14,pass,2007-07-04
385.45,0.2,15,pass,2007-07-05
385.62,0.18,14,pass,2007-07-06
385.18,0.2,8,pass,2007-07-07
384.94,0.22,10,pass,2007-07-08
385.05,0.13,11,pass,2007-07-09
385.24,0.12,6,pass,2007-07-10
385.57,0.58,12,pass,2007-07-11
385.21,0.15,14,pass,2007-07-12
384.87,0.13,14,pass,2007-07-13
384.95,0.13,14,pass,2007-07-14
384.57,0.17,13,pass,2007-07-15
382.79,0.17,8,pass,2007-07-16
384.63,0.05,14,pass,2007-07-17
384.49,0.18,13,pass,2007-07-18
383.84,0.38,10,pass,2007-07-20
384.14,0.13,15,pass,2007-07-21
384.0,0.1,15,pass,2007-07-22
383.36,0.13,5,pass,2007-07-25
383.97,0.06,14,pass,2007-07-27
383.88,0.18,15,pass,2007-07-28
384.04,0.04,5,pass,2007-07-29
382.89,0.12,5,pass,2007-07-30
383.31,0.08,12,pass,2007-07-31
383.38,0.07,13,pass,2007-08-01
383.31,0.49,11,pass,2007-08-02
382.23,0.16,12,pass,2007-08-03
380.96,0.1,8,pass,2007-08-04
383.1,0.24,8,pass,2007-08-06
383.04,0.38,6,pass,2007-08-07
381.02,0.12,3,pass,2007-08-11
382.36,0.17,4,pass,2007-08-12
381.44,0.19,11,pass,2007-08-13
381.83,0.21,7,pass,2007-08-14
381.83,0.16,12,pass,2007-08-15
381.55,0.26,15,pass,2007-08-16
382.33,0.14,12,pass,2007-08-17
381.78,0.16,11,pass,2007-08-18
381.83,0.06,13,pass,2007-08-19
381.86,0.73,4,pass,2007-08-20
382.24,0.09,12,pass,2007-08-22
382.43,0.08,4,pass,2007-08-23
381.91,0.17,11,pass,2007-08-26
381.11,0.09,10,pass,2007-08-28
381.54,0.17,13,pass,2007-08-29
381.93,0.13,7,pass,2007-08-30
381.92,0.19,5,pass,2007-09-03
381.77,0.13,14,pass,2007-09-04
381.74,0.15,14,pass,2007-09-05
381.27,0.2,14,pass,2007-09-06
380.91,0.07,14,pass,2007-09-08
380.9,0.07,10,pass,2007-09-09
380.29,0.12,6,pass,2007-09-10
380.65,0.13,7,pass,2007-09-11
380.71,0.09,11,pass,2007-09-12
380.72,0.07,6,pass,2007-09-13
380.65,0.35,14,pass,2007-09-20
381.1,0.17,15,pass,2007-09-21
380.63,0.64,13,pass,2007-09-22
380.86,0.13,10,pass,2007-09-23
380.96,0.1,13,pass,2007-09-24
381.0,0.17,14,pass,2007-09-25
380.94,0.17,15,pass,2007-09-26
380.34,0.24,12,pass,2007-09-27
379.6,0.1,3,pass,2007-09-28
381.01,0.24,10,pass,2007-09-29
381.31,0.23,12,pass,2007-09-30
380.86,0.13,13,pass,2007-10-01
380.9,0.09,14,pass,2007-10-02
380.85,0.09,14,pass,2007-10-03
380.7,0.06,12,pass,2007-10-04
380.82,0.05,13,pass,2007-10-05
380.64,0.05,6,pass,2007-10-06
381.16,0.08,7,pass,2007-10-07
381.05,0.14,12,pass,2007-10-08
381.04,0.17,10,pass,2007-10-10
380.98,0.1,9,pass,2007-10-11
380.71,0.17,14,pass,2007-10-12
380.7,0.1,10,pass,2007-10-13
380.72,0.08,11,pass,2007-10-14
380.92,0.12,14,pass,2007-10-16
381.12,0.19,10,pass,2007-10-17
381.37,0.32,15,pass,2007-10-18
380.97,0.07,15,pass,2007-10-19
381.05,0.19,15,pass,2007-10-20
381.17,0.2,8,pass,2007-10-21
381.49,0.27,15,pass,2007-10-22
381.45,0.22,13,pass,2007-10-23
381.33,0.16,13,pass,2007-10-24
381.37,0.09,12,pass,2007-10-25
381.35,0.08,14,pass,2007-10-26
381.21,0.07,14,pass,2007-10-27
381.87,0.17,12,pass,2007-10-28
381.76,0.06,14,pass,2007-10-29
381.49,0.1,14,pass,2007-10-30
381.65,0.06,14,pass,2007-10-31
381.84,0.08,13,pass,2007-11-01
381.92,0.11,9,pass,2007-11-02
381.75,0.24,9,pass,2007-11-03
381.81,0.09,9,pass,2007-11-04
382.02,0.07,13,pass,2007-11-05
382.07,0.03,9,pass,2007-11-06
382.16,0.11,14,pass,2007-11-07
382.16,0.08,15,pass,2007-11-08
381.93,0.07,15,pass,2007-11-09
381.95,0.06,15,pass,2007-11-10
382.03,0.1,15,pass,2007-11-11
382.22,0.1,15,pass,2007-11-12
382.33,0.13,14,pass,2007-11-13
381.96,0.18,14,pass,2007-11-14
381.96,0.57,12,pass,2007-11-15
382.62,0.2,15,pass,2007-11-16
382.32,0.17,14,pass,2007-11-17
383.31,0.14,11,pass,2007-11-18
382.48,0.11,12,pass,2007-11-19
382.68,0.13,13,pass,2007-11-20
383.52,0.15,9,pass,2007-11-21
383.3,0.2,12,pass,2007-11-22
383.4,0.27,14,pass,2007-11-23
382.58,0.07,11,pass,2007-11-24
382.95,0.2,14,pass,2007-11-25
382.91,0.22,14,pass,2007-11-26
382.73,0.07,13,pass,2007-11-27
382.92,0.11,8,pass,2007-11-28
382.84,0.1,14,pass,2007-11-29
382.89,0.11,13,pass,2007-11-30
383.13,0.19,15,pass,2007-12-04
383.78,0.18,15,pass,2007-12-06
384.07,0.2,10,pass,2007-12-07
383.68,0.07,6,pass,2007-12-08
383.6,0.12,13,pass,2007-12-09
383.56,0.1,5,pass,2007-12-10
383.48,0.2,12,pass,2007-12-11
384.11,0.2,14,pass,2007-12-12
383.71,0.17,13,pass,2007-12-13
383.65,0.22,12,pass,2007-12-14
384.51,0.18,13,pass,2007-12-18
384.84,0.21,5,pass,2007-12-19
384.1,0.07,12,pass,2007-12-20
384.36,0.12,14,pass,2007-12-21
384.08,0.06,14,pass,2007-12-22
383.68,0.16,13,pass,2007-12-23
383.9,0.08,12,pass,2007-12-24
383.87,0.08,15,pass,2007-12-27
384.07,0.16,15,pass,2007-12-29
384.59,0.34,8,pass,2007-12-30
384.89,0.18,7,pass,2007-12-31
385.04,0.21,10,pass,2008-01-01
385.23,0.11,6,pass,2008-01-02
384.71,0.2,15,pass,2008-01-03
384.42,0.06,14,pass,2008-01-04
384.46,0.14,14,pass,2008-01-05
384.52,0.12,12,pass,2008-01-06
384.45,0.09,6,pass,2008-01-07
384.41,0.15,14,pass,2008-01-08
384.38,0.09,14,pass,2008-01-09
384.48,0.17,8,pass,2008-01-10
384.23,0.09,4,pass,2008-01-11
384.25,0.05,5,pass,2008-01-12
384.67,0.43,13,pass,2008-01-13
386.23,0.14,4,pass,2008-01-14
386.64,0.92,10,pass,2008-01-15
385.77,0.33,12,pass,2008-01-16
385.93,0.11,5,pass,2008-01-17
385.62,0.1,12,pass,2008-01-18
385.67,0.13,13,pass,2008-01-19
385.75,0.16,14,pass,2008-01-20
385.8,0.31,13,pass,2008-01-21
386.12,0.38,11,pass,2008-01-22
385.69,0.05,15,pass,2008-01-23
385.8,0.11,15,pass,2008-01-24
386.11,0.08,15,pass,2008-01-25
386.65,0.18,12,pass,2008-01-26
387.38,0.61,7,pass,2008-01-27
386.83,0.19,15,pass,2008-01-28
386.56,0.17,15,pass,2008-01-29
386.69,0.09,5,pass,2008-01-30
386.52,0.16,14,pass,2008-01-31
387.03,0.09,13,pass,2008-02-01
386.33,0.13,14,pass,2008-02-02
386.12,0.17,9,pass,2008-02-03
386.92,0.22,6,pass,2008-02-04
386.13,0.06,13,pass,2008-02-05
385.62,0.27,13,pass,2008-02-06
385.39,0.11,12,pass,2008-02-07
385.65,0.08,8,pass,2008-02-08
386.21,0.2,11,pass,2008-02-09
386.31,0.09,13,pass,2008-02-10
386.19,0.37,12,pass,2008-02-11
385.79,0.12,14,pass,2008-02-12
385.91,0.26,13,pass,2008-02-13
385.91,0.09,9,pass,2008-02-14
385.9,0.25,10,pass,2008-02-15
385.67,0.15,12,pass,2008-02-16
386.05,0.2,15,pass,2008-02-17
385.51,0.11,12,pass,2008-02-18
384.98,0.18,8,pass,2008-02-19
384.48,0.29,10,pass,2008-02-20
385.46,0.08,11,pass,2008-02-21
385.54,0.15,11,pass,2008-02-24
385.33,0.12,11,pass,2008-02-25
387.2,0.16,6,pass,2008-02-26
384.71,0.29,12,pass,2008-02-28
384.57,0.13,15,pass,2008-02-29
384.82,0.32,9,pass,2008-03-01
385.1,0.1,15,pass,2008-03-02
384.9,0.21,15,pass,2008-03-03
386.14,0.17,13,pass,2008-03-05
386.36,0.13,13,pass,2008-03-06
386.43,0.16,5,pass,2008-03-07
385.92,0.09,4,pass,2008-03-08
385.94,0.12,9,pass,2008-03-09
385.81,0.1,14,pass,2008-03-10
385.65,0.09,14,pass,2008-03-11
385.37,0.04,14,pass,2008-03-12
386.1,0.14,13,pass,2008-03-13
385.6,0.11,13,pass,2008-03-14
385.56,0.21,14,pass,2008-03-15
385.43,0.13,14,pass,2008-03-16
386.51,0.16,9,pass,2008-03-17
386.1,0.24,9,pass,2008-03-18
385.76,0.08,13,pass,2008-03-19
385.68,0.11,14,pass,2008-03-20
385.68,0.19,11,pass,2008-03-21
385.61,0.12,14,pass,2008-03-22
386.09,0.08,9,pass,2008-03-23
387.49,0.26,10,pass,2008-03-24
387.58,0.04,12,pass,2008-03-25
387.55,0.08,8,pass,2008-03-26
386.45,0.36,13,pass,2008-03-27
385.84,0.15,4,pass,2008-03-28
386.16,0.09,14,pass,2008-03-29
386.29,0.09,13,pass,2008-03-30
387.52,0.06,10,pass,2008-03-31
387.59,0.08,13,pass,2008-04-01
388.34,0.1,10,pass,2008-04-02
388.32,0.11,13,pass,2008-04-03
390.63,0.16,6,pass,2008-04-04
387.93,0.29,13,pass,2008-04-05
388.64,0.4,2,pass,2008-04-07
388.5,0.11,8,pass,2008-04-08
385.95,0.09,7,pass,2008-04-09
385.62,0.11,14,pass,2008-04-10
385.79,0.07,13,pass,2008-04-11
385.85,0.06,14,pass,2008-04-12
386.01,0.1,15,pass,2008-04-13
386.6,0.3,11,pass,2008-04-14
386.2,0.15,12,pass,2008-04-15
386.86,0.1,10,pass,2008-04-16
386.73,0.53,6,pass,2008-04-17
386.77,0.26,6,pass,2008-04-18
386.16,0.17,5,pass,2008-04-19
386.5,0.1,6,pass,2008-04-22
386.99,0.07,8,pass,2008-04-23
388.5,0.39,2,pass,2008-04-26
387.81,0.1,4,pass,2008-04-27
387.04,0.1,4,pass,2008-04-28
386.71,0.17,14,pass,2008-04-30
388.51,0.26,5,pass,2008-05-01
386.93,0.13,11,pass,2008-05-02
386.65,0.12,12,pass,2008-05-03
387.36,0.17,7,pass,2008-05-04
387.47,0.39,7,pass,2008-05-05
389.4,0.08,8,pass,2008-05-07
389.05,0.21,8,pass,2008-05-08
389.34,0.13,10,pass,2008-05-09
388.53,0.33,13,pass,2008-05-10
388.82,0.31,13,pass,2008-05-11
389.08,0.17,7,pass,2008-05-12
388.9,0.09,13,pass,2008-05-13
388.77,0.18,13,pass,2008-05-14
388.78,0.18,14,pass,2008-05-15
389.13,0.19,15,pass,2008-05-20
389.15,0.12,14,pass,2008-05-21
388.83,0.13,15,pass,2008-05-22
388.79,0.13,15,pass,2008-05-23
388.56,0.11,11,pass,2008-05-24
388.51,0.36,9,pass,2008-05-25
388.68,0.15,13,pass,2008-05-26
388.55,0.07,12,pass,2008-05-27
388.26,0.07,11,pass,2008-05-29
388.72,0.1,14,pass,2008-05-30
388.82,0.16,12,pass,2008-05-31
388.83,0.08,14,pass,2008-06-01
388.37,0.54,11,pass,2008-06-02
388.81,0.1,14,pass,2008-06-03
388.24,0.24,9,pass,2008-06-04
388.3,0.16,13,pass,2008-06-05
388.5,0.31,6,pass,2008-06-06
388.71,0.08,11,pass,2008-06-07
387.93,0.2,9,pass,2008-06-08
387.0,0.34,11,pass,2008-06-09
387.12,0.25,10,pass,2008-06-11
386.95,0.03,6,pass,2008-06-12
387.12,0.28,11,pass,2008-06-13
388.7,0.12,15,pass,2008-06-14
388.33,0.11,10,pass,2008-06-15
388.12,0.1,15,pass,2008-06-16
387.62,0.26,14,pass,2008-06-17
388.21,0.25,15,pass,2008-06-18
387.41,0.13,9,pass,2008-06-20
387.58,0.14,12,pass,2008-06-21
387.34,0.2,14,pass,2008-06-22
387.32,0.17,13,pass,2008-06-23
387.29,0.12,10,pass,2008-06-24
387.39,0.08,7,pass,2008-06-25
386.33,0.16,13,pass,2008-07-22
385.89,0.16,15,pass,2008-07-23
387.41,0.14,8,pass,2008-07-24
385.82,0.04,3,pass,2008-07-25
386.4,0.18,13,pass,2008-07-26
383.93,0.72,9,pass,2008-07-27
385.84,0.25,15,pass,2008-07-28
384.04,0.63,7,pass,2008-07-29
384.95,0.07,5,pass,2008-07-30
385.79,0.04,5,pass,2008-07-31
384.66,0.47,13,pass,2008-08-01
385.12,0.06,7,pass,2008-08-02
384.82,0.16,9,pass,2008-08-04
385.46,0.09,12,pass,2008-08-05
385.29,0.12,5,pass,2008-08-06
384.95,0.12,14,pass,2008-08-07
385.23,0.1,14,pass,2008-08-08
385.62,0.13,14,pass,2008-08-09
384.23,0.17,7,pass,2008-08-10
384.5,0.14,7,pass,2008-08-13
383.98,0.07,8,pass,2008-08-14
383.21,0.49,8,pass,2008-08-15
383.75,0.19,15,pass,2008-08-16
384.07,0.15,9,pass,2008-08-17
384.83,0.14,14,pass,2008-08-19
384.33,0.12,13,pass,2008-08-20
381.41,0.18,5,pass,2008-08-21
383.88,0.12,14,pass,2008-08-22
383.57,0.41,11,pass,2008-08-23
383.41,0.07,6,pass,2008-08-24
383.37,0.12,13,pass,2008-08-25
383.16,0.22,13,pass,2008-08-26
383.12,0.22,13,pass,2008-08-27
383.19,0.16,14,pass,2008-08-29
383.55,0.08,12,pass,2008-08-30
383.24,0.08,14,pass,2008-09-01
383.21,0.1,14,pass,2008-09-02
383.25,0.14,12,pass,2008-09-03
383.73,0.08,14,pass,2008-09-04
383.77,0.04,12,pass,2008-09-05
383.83,0.15,11,pass,2008-09-06
383.36,0.76,2,pass,2008-09-07
382.48,0.3,13,pass,2008-09-08
383.37,0.18,6,pass,2008-09-09
382.57,0.1,6,pass,2008-09-11
382.95,0.27,4,pass,2008-09-12
383.43,0.13,13,pass,2008-09-13
383.52,0.08,13,pass,2008-09-14
383.48,0.22,10,pass,2008-09-15
383.37,0.07,13,pass,2008-09-16
383.43,0.14,11,pass,2008-09-17
383.06,0.08,10,pass,2008-09-18
383.25,0.1,6,pass,2008-09-21
382.69,0.43,10,pass,2008-09-22
383.1,0.15,14,pass,2008-09-23
383.25,0.16,11,pass,2008-09-24
383.19,0.06,4,pass,2008-09-25
383.04,0.16,14,pass,2008-09-26
382.88,0.13,12,pass,2008-09-27
382.97,0.25,13,pass,2008-09-28
383.26,0.21,12,pass,2008-09-29
382.37,0.16,12,pass,2008-09-30
382.58,0.26,14,pass,2008-10-01
382.22,0.24,8,pass,2008-10-02
383.1,0.07,13,pass,2008-10-03
382.72,0.27,14,pass,2008-10-04
383.17,0.18,8,pass,2008-10-05
383.04,0.11,11,pass,2008-10-07
382.89,0.05,15,pass,2008-10-09
382.59,0.08,12,pass,2008-10-10
382.68,0.21,13,pass,2008-10-11
382.7,0.15,15,pass,2008-10-12
382.54,0.08,7,pass,2008-10-13
382.82,0.08,14,pass,2008-10-14
383.0,0.23,7,pass,2008-10-15
382.95,0.1,13,pass,2008-10-16
382.95,0.06,14,pass,2008-10-17
382.97,0.08,14,pass,2008-10-18
383.22,0.06,14,pass,2008-10-19
383.12,0.09,14,pass,2008-10-20
383.26,0.12,14,pass,2008-10-21
383.11,0.06,14,pass,2008-10-22
383.0,0.12,14,pass,2008-10-23
382.7,0.07,12,pass,2008-10-24
384.06,0.37,14,pass,2008-10-31
383.92,0.18,15,pass,2008-11-01
383.91,0.09,14,pass,2008-11-02
383.91,0.1,12,pass,2008-11-03
383.91,0.16,13,pass,2008-11-04
383.59,0.04,11,pass,2008-11-06
383.57,0.06,15,pass,2008-11-07
383.83,0.09,14,pass,2008-11-08
383.97,0.18,9,pass,2008-11-09
383.63,0.08,15,pass,2008-11-10
383.71,0.06,15,pass,2008-11-11
384.0,0.09,4,pass,2008-11-12
384.74,0.12,12,pass,2008-11-13
384.44,0.13,12,pass,2008-11-14
384.28,0.11,10,pass,2008-11-15
384.22,0.15,13,pass,2008-11-16
384.64,0.14,6,pass,2008-11-17
384.15,0.2,14,pass,2008-11-18
384.17,0.12,6,pass,2008-11-19
384.51,0.19,7,pass,2008-11-21
384.37,0.08,5,pass,2008-11-22
384.69,0.14,6,pass,2008-11-23
384.51,0.05,9,pass,2008-11-24
385.0,0.87,6,pass,2008-11-25
384.2,0.24,7,pass,2008-11-26
384.1,0.06,14,pass,2008-11-27
384.35,0.26,8,pass,2008-11-28
384.61,0.14,14,pass,2008-11-29
384.56,0.08,15,pass,2008-11-30
384.5,0.11,13,pass,2008-12-01
385.76,0.1,11,pass,2008-12-02
385.27,0.22,15,pass,2008-12-03
384.43,0.13,11,pass,2008-12-04
385.39,0.07,15,pass,2008-12-05
385.46,0.23,15,pass,2008-12-06
384.93,0.12,13,pass,2008-12-07
385.3,0.18,15,pass,2008-12-08
385.42,0.12,15,pass,2008-12-09
385.0,0.1,11,pass,2008-12-10
385.44,0.16,13,pass,2008-12-11
385.43,0.14,12,pass,2008-12-12
385.54,0.18,12,pass,2008-12-13
385.57,0.1,10,pass,2008-12-14
385.41,0.11,13,pass,2008-12-15
385.55,0.08,14,pass,2008-12-16
385.52,0.11,13,pass,2008-12-17
385.54,0.15,7,pass,2008-12-18
385.59,0.07,12,pass,2008-12-19
385.62,0.05,14,pass,2008-12-20
385.67,0.07,14,pass,2008-12-21
385.54,0.1,14,pass,2008-12-22
385.74,0.05,13,pass,2008-12-23
385.88,0.16,14,pass,2008-12-24
386.34,0.07,15,pass,2008-12-25
386.09,0.08,15,pass,2008-12-26
386.23,0.08,10,pass,2008-12-27
386.01,0.09,14,pass,2008-12-28
386.06,0.28,14,pass,2008-12-30
386.52,0.11,4,pass,2009-01-01
386.49,0.18,13,pass,2009-01-02
386.07,0.29,15,pass,2009-01-03
386.12,0.17,14,pass,2009-01-04
386.32,0.02,13,pass,2009-01-05
386.64,0.19,14,pass,2009-01-06
386.55,0.13,14,pass,2009-01-07
386.33,0.05,14,pass,2009-01-08
386.37,0.07,14,pass,2009-01-09
386.46,0.13,5,pass,2009-01-10
386.19,0.16,12,pass,2009-01-11
387.85,0.15,13,pass,2009-01-12
387.39,0.15,13,pass,2009-01-13
386.66,0.17,4,pass,2009-01-14
386.64,0.18,14,pass,2009-01-15
387.27,0.27,10,pass,2009-01-16
387.13,0.22,13,pass,2009-01-17
387.02,0.06,14,pass,2009-01-18
386.97,0.08,15,pass,2009-01-19
386.78,0.18,15,pass,2009-01-20
387.78,0.23,15,pass,2009-01-21
387.28,0.14,15,pass,2009-01-22
387.23,0.16,15,pass,2009-01-23
386.91,0.06,15,pass,2009-01-24
387.17,0.26,14,pass,2009-01-25
387.41,0.16,6,pass,2009-01-26
387.45,0.18,10,pass,2009-01-27
387.54,0.11,15,pass,2009-01-28
387.93,0.08,13,pass,2009-01-29
387.51,0.45,11,pass,2009-01-30
387.38,0.09,13,pass,2009-02-02
387.59,0.28,11,pass,2009-02-03
387.22,0.15,11,pass,2009-02-04
386.84,0.1,6,pass,2009-02-05
386.44,0.09,13,pass,2009-02-06
386.71,0.13,14,pass,2009-02-07
386.75,0.12,7,pass,2009-02-08
386.79,0.07,8,pass,2009-02-09
386.7,0.1,12,pass,2009-02-10
386.8,0.13,10,pass,2009-02-11
387.1,0.11,5,pass,2009-02-13
387.5,0.07,15,pass,2009-02-14
388.13,0.52,13,pass,2009-02-15
388.61,0.03,12,pass,2009-02-16
387.27,0.08,15,pass,2009-02-17
387.17,0.05,15,pass,2009-02-18
387.12,0.08,15,pass,2009-02-19
387.58,0.43,11,pass,2009-02-20
387.43,0.16,13,pass,2009-02-21
388.09,0.75,10,pass,2009-02-22
388.09,0.29,12,pass,2009-02-23
387.94,0.11,4,pass,2009-02-24
387.54,0.08,6,pass,2009-02-25
388.39,0.14,11,pass,2009-02-26
388.6,0.52,9,pass,2009-02-27
388.91,0.09,7,pass,2009-02-28
389.45,0.14,10,pass,2009-03-01
389.53,0.07,14,pass,2009-03-02
389.67,0.15,6,pass,2009-03-03
388.61,0.09,5,pass,2009-03-04
388.62,0.75,11,pass,2009-03-06
388.59,0.46,10,pass,2009-03-07
388.79,0.13,6,pass,2009-03-08
388.65,0.12,14,pass,2009-03-09
388.85,0.09,15,pass,2009-03-10
389.14,0.13,14,pass,2009-03-11
388.78,0.34,13,pass,2009-03-13
388.61,0.07,15,pass,2009-03-14
388.21,0.25,15,pass,2009-03-15
388.14,0.07,15,pass,2009-03-16
388.02,0.14,15,pass,2009-03-17
387.37,0.22,13,pass,2009-03-18
388.12,0.18,15,pass,2009-03-19
388.3,0.09,14,pass,2009-03-20
389.21,0.21,7,pass,2009-03-21
388.77,0.2,12,pass,2009-03-22
388.49,0.11,8,pass,2009-03-23
389.22,0.13,9,pass,2009-03-24
390.43,0.12,9,pass,2009-03-26
389.44,0.04,5,pass,2009-03-27
389.4,0.08,15,pass,2009-03-28
388.9,0.06,11,pass,2009-03-29
388.79,0.12,15,pass,2009-03-30
388.95,0.07,15,pass,2009-03-31
388.89,0.14,6,pass,2009-04-01
388.96,0.16,15,pass,2009-04-02
389.22,0.08,14,pass,2009-04-03
389.59,0.1,11,pass,2009-04-04
389.48,0.16,12,pass,2009-04-05
389.39,0.1,14,pass,2009-04-06
389.44,0.09,8,pass,2009-04-07
389.55,0.06,11,pass,2009-04-08
389.62,0.09,12,pass,2009-04-09
388.87,0.58,10,pass,2009-04-10
389.65,0.14,10,pass,2009-04-11
389.96,0.1,13,pass,2009-04-12
389.45,0.11,10,pass,2009-04-13
389.47,0.04,4,pass,2009-04-14
389.05,0.36,12,pass,2009-04-15
387.88,0.13,10,pass,2009-04-17
387.78,0.2,14,pass,2009-04-18
388.34,0.41,15,pass,2009-04-19
388.25,0.06,12,pass,2009-04-20
389.74,0.15,14,pass,2009-04-21
390.89,0.06,10,pass,2009-04-22
388.39,0.35,14,pass,2009-04-23
390.13,0.16,6,pass,2009-04-24
391.21,0.43,9,pass,2009-04-25
390.98,0.03,6,pass,2009-04-26
390.27,0.16,15,pass,2009-04-27
390.4,0.2,13,pass,2009-04-28
391.32,0.75,11,pass,2009-04-29
390.62,0.27,13,pass,2009-04-30
390.23,0.1,9,pass,2009-05-01
389.79,0.23,14,pass,2009-05-02
389.88,0.23,9,pass,2009-05-03
390.02,0.14,13,pass,2009-05-04
389.85,0.07,6,pass,2009-05-05
390.01,0.12,6,pass,2009-05-06
388.93,0.06,8,pass,2009-05-08
389.89,0.1,4,pass,2009-05-09
390.01,0.3,11,pass,2009-05-10
389.92,0.11,13,pass,2009-05-11
390.1,0.09,10,pass,2009-05-12
390.57,0.12,13,pass,2009-05-13
390.54,0.13,14,pass,2009-05-14
389.89,0.17,14,pass,2009-05-15
390.14,0.1,6,pass,2009-05-16
389.66,0.17,8,pass,2009-05-17
390.2,0.1,15,pass,2009-05-18
390.67,0.49,13,pass,2009-05-19
390.36,0.14,11,pass,2009-05-20
390.65,0.04,14,pass,2009-05-21
390.5,0.05,15,pass,2009-05-22
390.62,0.12,14,pass,2009-05-23
390.71,0.11,7,pass,2009-05-24
390.94,0.18,11,pass,2009-05-25
391.08,0.13,11,pass,2009-05-26
390.9,0.03,6,pass,2009-05-27
389.38,0.2,7,pass,2009-05-28
390.47,0.15,14,pass,2009-05-29
389.36,0.28,6,pass,2009-05-30
388.93,0.16,14,pass,2009-05-31
388.98,0.17,12,pass,2009-06-01
388.74,0.09,6,pass,2009-06-02
390.5,0.08,7,pass,2009-06-03
390.71,0.11,14,pass,2009-06-04
390.55,0.03,13,pass,2009-06-05
390.51,0.08,14,pass,2009-06-06
390.45,0.11,15,pass,2009-06-07
390.55,0.19,15,pass,2009-06-08
390.14,0.09,14,pass,2009-06-09
390.08,0.12,15,pass,2009-06-10
390.14,0.11,14,pass,2009-06-11
390.03,0.06,15,pass,2009-06-12
390.03,0.15,15,pass,2009-06-13
390.24,0.12,14,pass,2009-06-14
390.13,0.26,8,pass,2009-06-15
388.88,0.28,10,pass,2009-06-16
388.98,0.21,14,pass,2009-06-17
389.96,0.45,12,pass,2009-06-18
388.85,0.13,9,pass,2009-06-19
388.9,0.21,14,pass,2009-06-20
388.71,0.2,14,pass,2009-06-21
389.01,0.17,9,pass,2009-06-22
388.67,0.51,12,pass,2009-06-23
388.47,0.4,6,pass,2009-06-24
387.94,0.26,7,pass,2009-06-26
388.16,0.15,9,pass,2009-06-27
388.96,0.14,12,pass,2009-06-28
389.11,0.07,8,pass,2009-06-29
389.02,0.08,13,pass,2009-06-30
388.83,0.06,13,pass,2009-07-01
387.96,0.36,6,pass,2009-07-03
388.24,0.14,13,pass,2009-07-04
388.43,0.21,10,pass,2009-07-06
388.18,0.1,15,pass,2009-07-07
388.41,0.08,15,pass,2009-07-08
388.59,0.15,15,pass,2009-07-09
388.8,0.13,9,pass,2009-07-10
388.83,0.09,10,pass,2009-07-13
388.06,0.18,7,pass,2009-07-14
388.28,0.03,6,pass,2009-07-17
388.25,0.1,7,pass,2009-07-18
387.6,0.11,10,pass,2009-07-19
387.99,0.09,14,pass,2009-07-20
387.88,0.1,10,pass,2009-07-21
387.75,0.06,5,pass,2009-07-22
387.19,0.11,10,pass,2009-07-23
387.65,0.22,13,pass,2009-07-25
387.5,0.19,10,pass,2009-07-26
387.47,0.05,12,pass,2009-07-27
387.12,0.11,7,pass,2009-07-28
387.6,0.27,10,pass,2009-07-31
387.18,0.21,14,pass,2009-08-01
387.02,0.06,15,pass,2009-08-02
387.12,0.18,15,pass,2009-08-03
387.31,0.12,6,pass,2009-08-04
