date,county,latitude,longitude,fire_name,acres_burned,fire_bins,duration,started,extinguished,pct_contained,major_incident,admin_unit,avg_wind_speed,avg_monthly_temp,max_monthly_temp,extreme_max_temp,min_monthly_temp,extreme_min_temp,total_monthly_precipitation,highest_daily_precipitation,total_monthly_snowfall,highest_daily_snowfall,dsnd,dp01,dp10,dt00,dt32,dx32,dx70,cooling_degree_days,heating_degree_days,elevation,co2_measured_mole_fraction,value_std_dev,co2_number_of_measurements,qc_flag
2017-07-01,san diego,32.84796,-116.85396000000001,Jennings Fire,400.0,3,181.0,2017-07-11 13:45:00+00:00,2018-01-09 11:52:00+00:00,100.0,True,"Unified Command: CAL FIRE San Diego Unit, Alpine Fire Protection District and  Lakeside Fire Protection District",5.699999999999999,76.11578947368422,87.3921052631579,96.07894736842105,64.84210526315789,56.63157894736842,0.07582417582417583,0.06022222222222222,0.0,0.0,0.0,0.5444444444444444,0.17777777777777778,0.0,0.0,0.0,30.842105263157894,343.7105263157895,0.02631578947368421,373.0723809523809,407.23,0.19,9,pass
2017-07-01,san diego,33.34659,-116.66107,Lost Fire,255.0,3,263.0,2017-07-22 15:00:00+00:00,2018-04-12 14:52:00+00:00,100.0,False,Unified Command: CAL FIRE San Diego County Fire Authority and Cleveland National Forest - USFS,5.699999999999999,76.11578947368422,87.3921052631579,96.07894736842105,64.84210526315789,56.63157894736842,0.07582417582417583,0.06022222222222222,0.0,0.0,0.0,0.5444444444444444,0.17777777777777778,0.0,0.0,0.0,30.842105263157894,343.7105263157895,0.02631578947368421,373.0723809523809,406.43,0.09,14,pass
2017-07-01,santa clara,37.39801,-121.8179,Lariat Fire,101.0,2,181.0,2017-07-11 16:51:00+00:00,2018-01-09 11:53:00+00:00,100.0,False,San Jose Fire Department,6.9,72.6125,83.975,96.75,61.262499999999996,52.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,235.875,3.25,224.30454545454543,407.23,0.19,9,pass
2017-07-01,santa clara,37.44485,-121.84108,Weller Fire,51.0,1,166.0,2017-07-26 23:19:00+00:00,2018-01-09 12:07:00+00:00,100.0,False,CAL FIRE Santa Clara Unit,6.9,72.6125,83.975,96.75,61.262499999999996,52.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,235.875,3.25,224.30454545454543,406.66,0.12,15,pass
2017-07-01,santa clara,37.25014,-121.68562,Felipe Fire,70.0,1,182.0,2017-07-10 15:54:00+00:00,2018-01-09 11:52:00+00:00,100.0,False,CAL FIRE Santa Clara Unit,6.9,72.6125,83.975,96.75,61.262499999999996,52.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,235.875,3.25,224.30454545454543,407.26,0.16,6,pass
2017-07-01,santa clara,36.96607,-121.55552,Castro Fire,78.0,1,169.0,2017-07-23 16:07:00+00:00,2018-01-09 12:04:00+00:00,100.0,False,CAL FIRE Santa Clara Unit,6.9,72.6125,83.975,96.75,61.262499999999996,52.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,235.875,3.25,224.30454545454543,407.27,0.3,12,pass
2017-07-01,mariposa,37.61757,-120.21321,Detwiler Fire,81826.0,5,176.0,2017-07-16 15:56:00+00:00,2018-01-09 11:57:00+00:00,100.0,True,CAL FIRE Madera-Mariposa-Merced Unit,,74.3375,87.35000000000001,92.875,61.3,55.375,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,30.875,296.5,8.75,1100.5214285714285,406.48,0.05,8,pass
2017-07-01,mariposa,37.4591,-119.921,Spring Fire,225.0,2,190.0,2017-07-02 13:36:00+00:00,2018-01-09 11:17:00+00:00,100.0,True,CAL FIRE Madera-Mariposa-Merced Unit,,74.3375,87.35000000000001,92.875,61.3,55.375,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,30.875,296.5,8.75,1100.5214285714285,406.82,0.04,4,pass
2017-07-01,mendocino,39.30125,-123.28825,Grade Fire,900.0,4,176.0,2017-07-16 14:51:00+00:00,2018-01-09 11:56:00+00:00,100.0,True,CAL FIRE Mendocino Unit,4.3,72.52222222222223,90.05555555555556,98.11111111111111,54.96666666666667,49.111111111111114,0.005,0.004166666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,27.444444444444443,261.8888888888889,30.0,357.6222222222222,406.48,0.05,8,pass
2017-07-01,mendocino,39.13207,-123.10226999999999,Range Fire,20.0,0,175.0,2017-07-17 12:37:00+00:00,2018-01-09 11:58:00+00:00,100.0,True,CAL FIRE Mendocino Unit,4.3,72.52222222222223,90.05555555555556,98.11111111111111,54.96666666666667,49.111111111111114,0.005,0.004166666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,27.444444444444443,261.8888888888889,30.0,357.6222222222222,407.52,0.14,12,pass
2017-07-01,monterey,36.66684,-121.74826000000002,Reservation Fire,40.0,0,177.0,2017-07-16 11:17:00+00:00,2018-01-09 11:56:00+00:00,100.0,False,Monterey County Regional Fire District,7.5,69.48333333333333,84.95833333333333,98.16666666666667,54.01666666666666,47.166666666666664,0.002142857142857143,0.0023076923076923075,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,25.333333333333332,186.33333333333334,47.083333333333336,174.525,406.48,0.05,8,pass
2017-08-01,siskiyou,41.841,-123.47399999999999,Eclipse Complex,78698.0,5,147.0,2017-08-15 07:55:00+00:00,2018-01-09 12:43:00+00:00,100.0,False,Klamath National Forest,3.6,74.48695652173912,91.25652173913043,103.8695652173913,57.73913043478263,49.78260869565217,0.2928571428571428,0.24071428571428571,0.0,0.0,0.0,1.9285714285714286,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,0.43478260869565216,1032.0266666666666,405.19,0.1,11,pass
2017-08-01,siskiyou,42.038999999999994,-123.21799999999999,Miller Complex,39715.0,5,147.0,2017-08-14 14:00:00+00:00,2018-01-09 12:42:00+00:00,100.0,False,Rogue River-Siskiyou National Forest,3.6,74.48695652173912,91.25652173913043,103.8695652173913,57.73913043478263,49.78260869565217,0.2928571428571428,0.24071428571428571,0.0,0.0,0.0,1.9285714285714286,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,0.43478260869565216,1032.0266666666666,405.66,0.07,8,pass
2017-08-01,siskiyou,41.99483,-121.90077,Owens Fire,55.0,1,132.0,2017-08-29 15:39:00+00:00,2018-01-09 12:47:00+00:00,100.0,False,CAL FIRE Siskiyou Unit,3.6,74.48695652173912,91.25652173913043,103.8695652173913,57.73913043478263,49.78260869565217,0.2928571428571428,0.24071428571428571,0.0,0.0,0.0,1.9285714285714286,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,0.43478260869565216,1032.0266666666666,404.03,0.1,14,pass
2017-08-01,siskiyou,41.853,-123.676,Young Fire,3142.0,5,154.0,2017-08-07 17:45:00+00:00,2018-01-09 12:26:00+00:00,100.0,False,Six Rivers National Forest,3.6,74.48695652173912,91.25652173913043,103.8695652173913,57.73913043478263,49.78260869565217,0.2928571428571428,0.24071428571428571,0.0,0.0,0.0,1.9285714285714286,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,0.43478260869565216,1032.0266666666666,405.4,0.44,6,pass
2017-08-01,siskiyou,41.99279,-122.9401,Ward Fire,41.0,0,148.0,2017-08-13 12:41:00+00:00,2018-01-09 12:38:00+00:00,100.0,False,Rogue-River-Siskiyou National Forest,3.6,74.48695652173912,91.25652173913043,103.8695652173913,57.73913043478263,49.78260869565217,0.2928571428571428,0.24071428571428571,0.0,0.0,0.0,1.9285714285714286,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,0.43478260869565216,1032.0266666666666,405.49,0.1,7,pass
2017-08-01,siskiyou,41.222,-122.292,Bradley Fire,54.0,1,133.0,2017-08-28 22:00:00+00:00,2018-01-09 12:46:00+00:00,100.0,False,Shasta-Trinity National Forest ,3.6,74.48695652173912,91.25652173913043,103.8695652173913,57.73913043478263,49.78260869565217,0.2928571428571428,0.24071428571428571,0.0,0.0,0.0,1.9285714285714286,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,0.43478260869565216,1032.0266666666666,404.05,0.15,4,pass
2017-08-01,siskiyou,41.222,-122.27498999999999,Bradley Fire,54.0,1,133.0,2017-08-28 21:38:00+00:00,2018-01-09 12:46:00+00:00,100.0,False,Shasta-Trinity National Forest,3.6,74.48695652173912,91.25652173913043,103.8695652173913,57.73913043478263,49.78260869565217,0.2928571428571428,0.24071428571428571,0.0,0.0,0.0,1.9285714285714286,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,0.43478260869565216,1032.0266666666666,404.05,0.15,4,pass
2017-10-01,napa,38.4041,-122.5209,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),56556.0,5,123.0,2017-10-08 22:00:00+00:00,2018-02-09 09:30:00+00:00,100.0,True,CAL FIRE Sonoma-Lake-Napa Unit,5.6,63.325,79.475,92.75,47.2,39.25,0.205,0.20166666666666666,0.0,0.0,0.0,1.1666666666666667,0.8333333333333334,0.0,0.0,0.0,27.0,50.75,102.0,143.1166666666667,403.48,0.32,6,pass
2017-10-01,napa,38.39206,-122.24367,Atlas Fire (Southern LNU Complex),51624.0,5,123.0,2017-10-08 21:52:00+00:00,2018-02-09 09:37:00+00:00,100.0,True,CAL FIRE Sonoma-Lake-Napa Unit,5.6,63.325,79.475,92.75,47.2,39.25,0.205,0.20166666666666666,0.0,0.0,0.0,1.1666666666666667,0.8333333333333334,0.0,0.0,0.0,27.0,50.75,102.0,143.1166666666667,403.48,0.32,6,pass
2017-10-01,napa,38.60895,-122.62879,Tubbs Fire (Central LNU Complex),36807.0,5,123.0,2017-10-08 21:45:00+00:00,2018-02-09 09:27:00+00:00,100.0,True,CAL FIRE Sonoma-Lake-Napa Unit,5.6,63.325,79.475,92.75,47.2,39.25,0.205,0.20166666666666666,0.0,0.0,0.0,1.1666666666666667,0.8333333333333334,0.0,0.0,0.0,27.0,50.75,102.0,143.1166666666667,403.48,0.32,6,pass
2017-10-01,napa,38.318020000000004,-122.39052,Partrick Fire (Central LNU Complex),0.0,0,92.0,2017-10-08 23:48:00+00:00,2018-01-09 13:33:00+00:00,100.0,True,CAL FIRE Sonoma-Lake-Napa Unit,5.6,63.325,79.475,92.75,47.2,39.25,0.205,0.20166666666666666,0.0,0.0,0.0,1.1666666666666667,0.8333333333333334,0.0,0.0,0.0,27.0,50.75,102.0,143.1166666666667,403.48,0.32,6,pass
2017-10-01,sonoma,38.4041,-122.5209,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),56556.0,5,123.0,2017-10-08 22:00:00+00:00,2018-02-09 09:30:00+00:00,100.0,True,CAL FIRE Sonoma-Lake-Napa Unit,4.7,62.77142857142858,77.04285714285716,90.71428571428571,48.51428571428571,39.714285714285715,0.37851851851851853,0.37,0.0,0.0,0.0,1.5555555555555556,0.9629629629629629,0.0,0.0,0.0,22.714285714285715,53.57142857142857,121.28571428571429,128.25161290322583,403.48,0.32,6,pass
2017-10-01,sonoma,38.60895,-122.62879,Tubbs Fire (Central LNU Complex),36807.0,5,123.0,2017-10-08 21:45:00+00:00,2018-02-09 09:27:00+00:00,100.0,True,CAL FIRE Sonoma-Lake-Napa Unit,4.7,62.77142857142858,77.04285714285716,90.71428571428571,48.51428571428571,39.714285714285715,0.37851851851851853,0.37,0.0,0.0,0.0,1.5555555555555556,0.9629629629629629,0.0,0.0,0.0,22.714285714285715,53.57142857142857,121.28571428571429,128.25161290322583,403.48,0.32,6,pass
2017-10-01,sonoma,38.76549,-122.90938999999999,Pocket Fire (Central LNU Complex),17357.0,5,123.0,2017-10-09 03:30:00+00:00,2018-02-09 09:32:00+00:00,100.0,True,CAL FIRE Sonoma-Lake-Napa Unit,4.7,62.77142857142858,77.04285714285716,90.71428571428571,48.51428571428571,39.714285714285715,0.37851851851851853,0.37,0.0,0.0,0.0,1.5555555555555556,0.9629629629629629,0.0,0.0,0.0,22.714285714285715,53.57142857142857,121.28571428571429,128.25161290322583,403.21,0.04,12,pass
